id,nama,kabupaten,rating,total_review,kategori,highlights,price_range,best_time,link,lat,lng,tiktok_link_1,tiktok_link_2,tiktok_link_3
1053,The Village Cucina Italiana,Denpasar,4.4,610,Sunset & View | Work from Cafe | Vibrant Nightlife,"['pantai sanur', 'musik', 'pianis', 'oven', 'daftar anggur', 'ravioli']",Rp 50–150k,Sunset jam 5–7pm,https://www.google.com/maps/place/The+Village+Cucina+Italiana/data=!4m7!3m6!1s0x2dd241cbbbcd20a5:0x53fe0d97483a7e6!8m2!3d-8.6903459!4d115.2640073!16s%2Fg%2F1tf8jdn5!19sChIJpSDNu8tB0i0R5qeDdNngPwU?authuser=0&hl=id&rclk=1,-8.6903459,115.2640073,https://www.tiktok.com/@mata.tita/video/7623602174446062868,https://www.tiktok.com/@tiphaine_pln/video/7444528879487814968,https://www.tiktok.com/@eka.theexplorer/video/7538638090496265490
1054,Blossom Steakhouse,Denpasar,4.5,291,Sunset & View | Work from Cafe | Vibrant Nightlife,"['mall', 'tiram', 'wagyu', 'pantai', 'pavlova', 'steak tartare']",Rp 200–500k,Sunset jam 5–7pm,https://www.google.com/maps/place/Blossom+Steakhouse/data=!4m7!3m6!1s0x2dd241a387e10587:0xcde4eded5e6ed1f9!8m2!3d-8.6866891!4d115.2643555!16s%2Fg%2F11y6b3pzw3!19sChIJhwXhh6NB0i0R-dFuXu3t5M0?authuser=0&hl=id&rclk=1,-8.6866891,115.2643555,https://www.tiktok.com/@tieanair69/video/7588769087967251733,https://www.tiktok.com/@paulylong/video/7549160151958277431,https://www.tiktok.com/@whatsnewindonesia/video/7441524920800087351
1055,Paon Siap,Denpasar,4.8,246,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'ayam betutu', 'sate', 'sambal', 'kentang', 'pilihan']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Paon+Siap/data=!4m7!3m6!1s0x2dd240a80b24f309:0xfd67349c3e8dffcf!8m2!3d-8.6523758!4d115.2005285!16s%2Fg%2F11fzf642cj!19sChIJCfMkC6hA0i0Rz_-NPpw0Z_0?authuser=0&hl=id&rclk=1,-8.6523758,115.2005285,https://www.tiktok.com/@mai.meblanjo/video/7516779081002667270,https://www.tiktok.com/@ygiri_sensei/video/7544200630756183313,https://www.tiktok.com/@paonsiap/video/7280333679711358213
1056,nasi babi guling malam,Tabanan,4.6,466,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'kulitnya', 'rabu', 'pagi', 'enak', 'pedas']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/nasi+babi+guling+malam/data=!4m7!3m6!1s0x2dd23b8da2fe0943:0x84a0cf2ed9dce38a!8m2!3d-8.5423216!4d115.1338723!16s%2Fg%2F11h817qz7y!19sChIJQwn-oo070i0RiuPc2S7PoIQ?authuser=0&hl=id&rclk=1,-8.5423216,115.1338723,https://www.tiktok.com/@nomnombali/video/7634459973585603848,https://www.tiktok.com/@pakde_hanss/video/7611845122338295060,https://www.tiktok.com/@deliciousbalii/video/7621887017143766280
1057,Warung Klungah (Nasi Lawar & Be Genyol Bali),Tabanan,4.9,12,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Klungah+%28Nasi+Lawar+%26+Be+Genyol+Bali%29/data=!4m7!3m6!1s0x2dd23a50891765cf:0x2a279923f463bb46!8m2!3d-8.5418594!4d115.1305594!16s%2Fg%2F11cmt93f2b!19sChIJz2UXiVA60i0RRrtj9COZJyo?authuser=0&hl=id&rclk=1,-8.5418594,115.1305594,https://www.tiktok.com/@dk6060bro/video/7598107657576123668,https://www.tiktok.com/@begenyolmenleny/video/7292925801186528518,https://www.tiktok.com/@_vincen8/video/7565447583582276871
1058,Paon moyo,Tabanan,5.0,9,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Paon+moyo/data=!4m7!3m6!1s0x2dd23bdbf367a69f:0xf4b4c14e61f676bb!8m2!3d-8.5444198!4d115.1324582!16s%2Fg%2F11p6n1cgg3!19sChIJn6Zn89s70i0Ru3b2YU7BtPQ?authuser=0&hl=id&rclk=1,-8.5444198,115.1324582,https://www.tiktok.com/@paonmoyo/video/7615941671913606407,https://www.tiktok.com/@dperdana7/video/7616177685982711060,https://www.tiktok.com/@paonmoyo/video/7613995400642465031
1059,Mikotiam Jiao,Tabanan,4.4,130,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'nasi goreng', 'udang', 'cap cay', 'seafood']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Mikotiam+Jiao/data=!4m7!3m6!1s0x2dd23a4aa154ab21:0xfb199ba2bbd4975b!8m2!3d-8.55383!4d115.1403519!16s%2Fg%2F11cm_4btq0!19sChIJIatUoUo60i0RW5fUu6KbGfs?authuser=0&hl=id&rclk=1,-8.55383,115.1403519,https://www.tiktok.com/@selerapuyu/video/7475350736650505480,https://www.tiktok.com/@cicitapao/video/7356786451645877509,
1060,CAKNO FRIED CHICKEN TABANAN,Tabanan,4.0,34,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'nasi', 'sambal', 'ayam geprek', 'dada', 'paha']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/CAKNO+FRIED+CHICKEN+TABANAN/data=!4m7!3m6!1s0x2dd23bff9a736c89:0x824dc87ee8222dd4!8m2!3d-8.5379063!4d115.1220506!16s%2Fg%2F11kq6r9jxb!19sChIJiWxzmv870i0R1C0i6H7ITYI?authuser=0&hl=id&rclk=1,-8.5379063,115.1220506,https://www.tiktok.com/@diekeshter/video/7621041216683019541,https://www.tiktok.com/@gogofriedchickenofficial/video/7630663401508850952,https://www.tiktok.com/@chickenlumertabanan/video/7632610543471234325
1061,Waroeng Spesial Sambal 'SS' Tabanan,Tabanan,2.4,544,Work from Cafe | Vibrant Nightlife,"['pesan', 'dingin', 'lapar', 'manajemen', 'gini', 'konsumen']",Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Waroeng+Spesial+Sambal+%27SS%27+Tabanan/data=!4m7!3m6!1s0x2dd23b001f8dc7f5:0xde9f830a52bbf267!8m2!3d-8.5468499!4d115.1177443!16s%2Fg%2F11wmy3qmq6!19sChIJ9ceNHwA70i0RZ_K7UgqDn94?authuser=0&hl=id&rclk=1,-8.5468499,115.1177443,https://www.tiktok.com/@asfaaaa044/video/7601728350826089735,https://www.tiktok.com/@waroengss.official/video/7470024314046254344,https://www.tiktok.com/@paminilaper/video/7614879771524205842
1062,Sfc,Tabanan,4.1,7,Work from Cafe | Vibrant Nightlife,['ayam'],Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Sfc/data=!4m7!3m6!1s0x2dd23a50fc80ba8f:0x882c28af8db5968!8m2!3d-8.5416025!4d115.1322391!16s%2Fg%2F11ty537hxj!19sChIJj7qA_FA60i0RaFnb-IrCggg?authuser=0&hl=id&rclk=1,-8.5416025,115.1322391,https://www.tiktok.com/@nurulilmigemoy85/video/7531273337192959237,https://www.tiktok.com/@sfcgeprekshellabali/video/7493143644359232823,https://www.tiktok.com/@nurulilmigemoy85/video/7463761951403920645
1063,WARUNG ERI (Soto Babat Sapi),Tabanan,4.7,228,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['sate', 'nasi', 'gurih', 'halal', 'kuah', 'harga']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/WARUNG+ERI+%28Soto+Babat+Sapi%29/data=!4m7!3m6!1s0x2dd23a5eccc873b9:0x55217e347f857ba9!8m2!3d-8.5383727!4d115.1236789!16s%2Fg%2F11f40p9lrb!19sChIJuXPIzF460i0RqXuFfzR-IVU?authuser=0&hl=id&rclk=1,-8.5383727,115.1236789,https://www.tiktok.com/@yudixpurnawan/video/7622197604478192916,https://www.tiktok.com/@sontolbalon/video/7517166038996356358,https://www.tiktok.com/@cicitapao/video/7311939616393694469
1064,Nasi lawar SKS,Tabanan,5.0,30,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Nasi+lawar+SKS/data=!4m7!3m6!1s0x2dd23baa7f7248f9:0x6abe1cd335730686!8m2!3d-8.5405249!4d115.1287021!16s%2Fg%2F11jwg5l8wb!19sChIJ-Uhyf6o70i0RhgZzNdMcvmo?authuser=0&hl=id&rclk=1,-8.5405249,115.1287021,https://www.tiktok.com/@balimaknyus/video/7600698497616153863,https://www.tiktok.com/@littlefairy063/video/7637332898483309845,https://www.tiktok.com/@ayuandiini14/video/7604443401848753415
1065,Warung Nanda Vegetarian,Tabanan,4.6,88,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Nanda+Vegetarian/data=!4m7!3m6!1s0x2dd23a508a8ded37:0xed8052be329b752b!8m2!3d-8.5418882!4d115.1306915!16s%2Fg%2F11b66c_zzb!19sChIJN-2NilA60i0RK3WbMr5SgO0?authuser=0&hl=id&rclk=1,-8.5418882,115.1306915,https://www.tiktok.com/@warung_mogan/video/7546482371051277575,,
1066,Wr. PSG,Tabanan,4.6,14,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Wr.+PSG/data=!4m7!3m6!1s0x2dd23a505f8e56bd:0xc074de27e43f20b!8m2!3d-8.5421455!4d115.1312455!16s%2Fg%2F11gcy2cw51!19sChIJvVaOX1A60i0RC_JDfuJNBww?authuser=0&hl=id&rclk=1,-8.5421455,115.1312455,,,
1067,Paon Geria Bakery & Pastry,Tabanan,4.6,49,Work from Cafe | Vibrant Nightlife,"['pilihan', 'bolen', 'box', 'dessert', 'kue red velvet mini', 'sihh']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Paon+Geria+Bakery+%26+Pastry/data=!4m7!3m6!1s0x2dd23ba5464a8437:0xb8235af4401e5f12!8m2!3d-8.5370866!4d115.1198785!16s%2Fg%2F11f7r5wd3y!19sChIJN4RKRqU70i0REl8eQPRaI7g?authuser=0&hl=id&rclk=1,-8.5370866,115.1198785,https://www.tiktok.com/@paon_geria/video/7564594114289765639,https://www.tiktok.com/@paon_geria/video/7501305097389952261,https://www.tiktok.com/@paon_geria/video/7632954086589009172
1068,Mie Hotplate GACHOOR kak diyah tabanan,Tabanan,5.0,2,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Mie+Hotplate+GACHOOR+kak+diyah+tabanan/data=!4m7!3m6!1s0x2dd23b9b7fe63089:0x5fb689f285affa2f!8m2!3d-8.5390521!4d115.1251494!16s%2Fg%2F11ylkph06j!19sChIJiTDmf5s70i0RL_qvhfKJtl8?authuser=0&hl=id&rclk=1,-8.5390521,115.1251494,https://www.tiktok.com/@mie.gachoor.kak_diyah/video/7637421633468140821,https://www.tiktok.com/@mie.gachoor.kak_diyah/video/7637859548312751380,https://www.tiktok.com/@sulistiyo0441/video/7587992743968804104
1069,Warung Dadi Wahana Bermain Anak,Tabanan,4.0,349,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['tempat bermain', 'kolam renang', 'harga', 'pesan', 'liburan', 'pilihan']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Dadi+Wahana+Bermain+Anak/data=!4m7!3m6!1s0x2dd23b22af439a25:0x9de3496d568e46c!8m2!3d-8.5427954!4d115.1222999!16s%2Fg%2F11f9z62pvd!19sChIJJZpDryI70i0RbORo1ZY03gk?authuser=0&hl=id&rclk=1,-8.5427954,115.1222999,https://www.tiktok.com/@warung.dadi_/video/7559187189548977429,https://www.tiktok.com/@warung.dadi_/video/7570562377603681556,https://www.tiktok.com/@warung.dadi_/video/7550950493455977735
1070,Warung Sepek,Tabanan,4.3,98,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['bakso', 'salmonnya', 'babat', 'harga', 'soto babat', 'sop']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Sepek/data=!4m7!3m6!1s0x2dd23a597d30103b:0xced94aac7bdd8c84!8m2!3d-8.5397861!4d115.1258923!16s%2Fg%2F1hm4b8dyg!19sChIJOxAwfVk60i0RhIzde6xK2c4?authuser=0&hl=id&rclk=1,-8.5397861,115.1258923,https://www.tiktok.com/@amoy_foodtravel/video/7516030209888488760,https://www.tiktok.com/@baliwonderfood/video/7543905619846122808,https://www.tiktok.com/@hi.akusin/video/7581091440818703624
1071,Warung Rujak Seger,Tabanan,4.0,1,Work from Cafe | Vibrant Nightlife,[],Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Rujak+Seger/data=!4m7!3m6!1s0x2dd23bf5b4bafc33:0x561e818d32944c58!8m2!3d-8.542379!4d115.1321171!16s%2Fg%2F11qrc0pp3g!19sChIJM_y6tPU70i0RWEyUMo2BHlY?authuser=0&hl=id&rclk=1,-8.542379,115.1321171,https://www.tiktok.com/@makanbarengtika/video/7564030749930736903,https://www.tiktok.com/@nomnombali/video/7569840076826414344,https://www.tiktok.com/@kulinerbali/video/7582190637160697095
1072,Dkriuk Fried Chicken Tabanan Kota,Tabanan,4.6,9,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Dkriuk+Fried+Chicken+Tabanan+Kota/data=!4m7!3m6!1s0x2dd23bee4d5e5653:0x361c805b9e3b42d7!8m2!3d-8.5367677!4d115.1244103!16s%2Fg%2F11txjddd46!19sChIJU1ZeTe470i0R10I7nluAHDY?authuser=0&hl=id&rclk=1,-8.5367677,115.1244103,https://www.tiktok.com/@saraba.tapin/video/7599954187409034516,https://www.tiktok.com/@snowbee.dkriuk.pamarican/video/7629288478764748053,https://www.tiktok.com/@yunssfrn/video/7596952511982980372
1073,Wr Gundul,Tabanan,4.2,30,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['chinese food', 'pesan', 'harga', 'cap cay', 'nasi']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Wr+Gundul/data=!4m7!3m6!1s0x2dd23b33c6f133c7:0x2738ce83f854edf7!8m2!3d-8.5384718!4d115.1232842!16s%2Fg%2F11j9cxpg3x!19sChIJxzPxxjM70i0R9-1U-IPOOCc?authuser=0&hl=id&rclk=1,-8.5384718,115.1232842,https://www.tiktok.com/@mwf_bali/video/7624842237981003026,,
1074,Seblak Tabanan Kota,Tabanan,5.0,2,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Seblak+Tabanan+Kota/data=!4m7!3m6!1s0x2dd23baae011d0b5:0xe7c6c8ff27daf72!8m2!3d-8.5398533!4d115.1258625!16s%2Fg%2F11mvqkll_8!19sChIJtdAR4Ko70i0Rcq998o9sfA4?authuser=0&hl=id&rclk=1,-8.5398533,115.1258625,https://www.tiktok.com/@baliwonderfood/video/7543562543474806022,https://www.tiktok.com/@arirtnsr__/video/7558680486839684363,https://www.tiktok.com/@seblaktehsenny/video/7582230991603879186
1075,Bakmie Ayam Hoki,Tabanan,4.8,100,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'enak', 'pangsit', 'bumbu', 'chinese food', 'minyak']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Bakmie+Ayam+Hoki/data=!4m7!3m6!1s0x2dd23b43f1a2bb31:0xe8b1439ecb7f9d84!8m2!3d-8.5361795!4d115.1190753!16s%2Fg%2F11qzps0p5h!19sChIJMbui8UM70i0RhJ1_y55Dseg?authuser=0&hl=id&rclk=1,-8.5361795,115.1190753,https://www.tiktok.com/@asfaaaa044/video/7595113522468490504,https://www.tiktok.com/@bakmieayamhoki/video/7580276451774156039,https://www.tiktok.com/@bakmieayamhoki/video/7635862294840347924
1076,Warung Nasi Bali Ibu Sayu,Tabanan,4.5,229,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'nasi campur', 'kulit', 'babi', 'mobil', 'lauk']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Nasi+Bali+Ibu+Sayu/data=!4m7!3m6!1s0x2dd23a5f6e0e941d:0x511108305505bf64!8m2!3d-8.5361926!4d115.1216651!16s%2Fg%2F11c4bcc3qm!19sChIJHZQObl860i0RZL8FVTAIEVE?authuser=0&hl=id&rclk=1,-8.5361926,115.1216651,https://www.tiktok.com/@molo.silaban/video/7488328691609554184,https://www.tiktok.com/@lumpiasukasuka/video/7560587388926397752,https://www.tiktok.com/@nasidaunjerukibusalu/video/7637390207792352520
1077,Cemilan88 Tabanan,Tabanan,5.0,1,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Cemilan88+Tabanan/data=!4m7!3m6!1s0x2dd23b33e3204549:0x82478e258e13dc49!8m2!3d-8.538233!4d115.1204508!16s%2Fg%2F11ngjrb07z!19sChIJSUUg4zM70i0RSdwTjiWOR4I?authuser=0&hl=id&rclk=1,-8.538233,115.1204508,https://www.tiktok.com/@maharannydewi66/video/7434496428145233173,,
1078,Warung Sekedar,Tabanan,4.6,72,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['gule', 'kambing', 'harga', 'bumbu']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Sekedar/data=!4m7!3m6!1s0x2dd23a592db1c9c1:0x6667b50dd72fb1dd!8m2!3d-8.5380355!4d115.1239618!16s%2Fg%2F11hbvw44c3!19sChIJwcmxLVk60i0R3bEv1w21Z2Y?authuser=0&hl=id&rclk=1,-8.5380355,115.1239618,,,
1079,Warung Bu Agung,Tabanan,4.2,5,Work from Cafe | Vibrant Nightlife,[],Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Bu+Agung/data=!4m7!3m6!1s0x2dd23a51cccb755f:0xe8c6c76644434f66!8m2!3d-8.5437233!4d115.1326032!16s%2Fg%2F11cr_fj51l!19sChIJX3XLzFE60i0RZk9DRGbHxug?authuser=0&hl=id&rclk=1,-8.5437233,115.1326032,https://www.tiktok.com/@ceritakulineran/video/7546810040779377928,https://www.tiktok.com/@yuliadnyanii/video/7532753306918112529,https://www.tiktok.com/@chefsukajajan/video/7535076274964860167
1080,Warung Soto Sate Babi/ Ayam,Tabanan,5.0,2,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Soto+Sate+Babi%2F+Ayam/data=!4m7!3m6!1s0x2dd23a50df0b351d:0x13b4a32289847a0f!8m2!3d-8.5402897!4d115.1325355!16s%2Fg%2F11f042vhnn!19sChIJHTUL31A60i0RD3qEiSKjtBM?authuser=0&hl=id&rclk=1,-8.5402897,115.1325355,https://www.tiktok.com/@jooxgallery/video/7636667771123797256,https://www.tiktok.com/@thewa.daily/video/7620065255862865169,https://www.tiktok.com/@bali_update/video/7637745173719420178
1081,Maem Sik,Tabanan,4.4,9,Work from Cafe | Vibrant Nightlife,['nasi'],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Maem+Sik/data=!4m7!3m6!1s0x2dd23b0f9079712b:0x6aac8d9d7017cccb!8m2!3d-8.5388944!4d115.1242099!16s%2Fg%2F11pc9vcpyv!19sChIJK3F5kA870i0Ry8wXcJ2NrGo?authuser=0&hl=id&rclk=1,-8.5388944,115.1242099,https://www.tiktok.com/@maemsik.panjer/video/7532060110303022392,,
1082,Smoky Ceker Pedas Tabanan,Tabanan,5.0,6,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Smoky+Ceker+Pedas+Tabanan/data=!4m7!3m6!1s0x2dd23ba1544cdcdb:0xba9d510af43a3156!8m2!3d-8.5353479!4d115.1264852!16s%2Fg%2F11p39lncbs!19sChIJ29xMVKE70i0RVjE69ApRnbo?authuser=0&hl=id&rclk=1,-8.5353479,115.1264852,https://www.tiktok.com/@ebuhwinaya/video/7529072865447038216,https://www.tiktok.com/@sengkunblackdog_channel/video/7577272466695933200,
1083,WARUNG STEAK AYAM 20,Tabanan,4.7,27,Work from Cafe | Vibrant Nightlife | Budget Friendly,['harga'],Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/WARUNG+STEAK+AYAM+20/data=!4m7!3m6!1s0x2dd23b473b80388f:0x61f2ea3f7d2a1cfd!8m2!3d-8.538473!4d115.1231287!16s%2Fg%2F11tmv6kqdw!19sChIJjziAO0c70i0R_RwqfT_q8mE?authuser=0&hl=id&rclk=1,-8.538473,115.1231287,https://www.tiktok.com/@lulidibali/video/7542002082534919431,https://www.tiktok.com/@zowafnb/video/7540893551228669202,https://www.tiktok.com/@bins_fd/video/7592936915909840145
1084,Sate Bawah Pohon Gedung I Ketut Maria Tabanan,Tabanan,4.3,3,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Sate+Bawah+Pohon+Gedung+I+Ketut+Maria+Tabanan/data=!4m7!3m6!1s0x2dd23b9d17ee508b:0xd2c95ee1b6988580!8m2!3d-8.5377572!4d115.1249014!16s%2Fg%2F11pw6s36r5!19sChIJi1DuF5070i0RgIWYtuFeydI?authuser=0&hl=id&rclk=1,-8.5377572,115.1249014,https://www.tiktok.com/@punapitabanancontent/video/7629185663505632532,https://www.tiktok.com/@satekalcertbn/video/7562189149386722568,https://www.tiktok.com/@deva_bedugul/video/7562476310849785109
1085,Warung Peteluan 123,Tabanan,4.7,12,Work from Cafe | Vibrant Nightlife,['ayam betutu'],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Peteluan+123/data=!4m7!3m6!1s0x2dd23a5ecb598fbd:0xb3b28e3048f13855!8m2!3d-8.5386231!4d115.1236105!16s%2Fg%2F11gf9p3ywb!19sChIJvY9Zy1460i0RVTjxSDCOsrM?authuser=0&hl=id&rclk=1,-8.5386231,115.1236105,,,
1086,Aliri Sate Babi - depan kantor pos Tabanan,Tabanan,5.0,2,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Aliri+Sate+Babi+-+depan+kantor+pos+Tabanan/data=!4m7!3m6!1s0x2dd23bfae84ad98d:0xc28fa2f0a5e08419!8m2!3d-8.5405147!4d115.1344571!16s%2Fg%2F11py71rbmx!19sChIJjdlK6Po70i0RGYTgpfCij8I?authuser=0&hl=id&rclk=1,-8.5405147,115.1344571,https://www.tiktok.com/@lilysamapaty/video/7609931873761955088,https://www.tiktok.com/@tuendra.nyamabaduda/video/7602176280536124680,https://www.tiktok.com/@indahmegapratiwi_/video/7536910022643666232
1087,NASI GORENG SURABAYA,Tabanan,5.0,4,Work from Cafe | Vibrant Nightlife,[],Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/NASI+GORENG+SURABAYA/data=!4m7!3m6!1s0x2dd23b693d1e721f:0x66566d92faa618f9!8m2!3d-8.540463!4d115.125529!16s%2Fg%2F11j6yf9gl_!19sChIJH3IePWk70i0R-Rim-pJtVmY?authuser=0&hl=id&rclk=1,-8.540463,115.125529,https://www.tiktok.com/@soezan85/video/7443060631697231160,https://www.tiktok.com/@limanbali/video/7495720105515519239,https://www.tiktok.com/@pungkyari12/video/7623293226434186517
1088,Pempek Palembang Cek Mira,Tabanan,4.0,4,Work from Cafe | Vibrant Nightlife,[],Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Pempek+Palembang+Cek+Mira/data=!4m7!3m6!1s0x2dd23b9606902d4f:0x90cb755ffa068e1!8m2!3d-8.5398557!4d115.1268606!16s%2Fg%2F11ssl8sbct!19sChIJTy2QBpY70i0R4Wig_1W3DAk?authuser=0&hl=id&rclk=1,-8.5398557,115.1268606,https://www.tiktok.com/@pempekpalembang98asli/video/7515382093279431941,https://www.tiktok.com/@pempekceksari03/video/7507812264687226117,https://www.tiktok.com/@kulinersumsell/video/7508252643165261064
1089,Depot Selamet Kenyeri,Tabanan,4.1,66,Work from Cafe | Vibrant Nightlife,"['bakso', 'nasi campur']",Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Depot+Selamet+Kenyeri/data=!4m7!3m6!1s0x2dd23a5962b0878d:0xe7af1d456c444401!8m2!3d-8.5400628!4d115.1258148!16s%2Fg%2F1hm6ll7wp!19sChIJjYewYlk60i0RAUREbEUdr-c?authuser=0&hl=id&rclk=1,-8.5400628,115.1258148,,,
1090,Ease Coffee Bali,Tabanan,5.0,20,Family Friendly | Work from Cafe | Vibrant Nightlife,"['vanilla', 'anak', 'pelayanan']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Ease+Coffee+Bali/data=!4m7!3m6!1s0x2dd23b64526d27b3:0x4be15159a74f172e!8m2!3d-8.5379101!4d115.1225275!16s%2Fg%2F11wh_4hfwm!19sChIJsydtUmQ70i0RLhdPp1lR4Us?authuser=0&hl=id&rclk=1,-8.5379101,115.1225275,https://www.tiktok.com/@alfinjayateknik0/video/7547926014307978552,https://www.tiktok.com/@easecoffee.bali/video/7585828797866462471,https://www.tiktok.com/@easecoffee.bali/video/7585442528774671634
1091,Downtown - Kedungu,Tabanan,4.9,489,Work from Cafe | Vibrant Nightlife,"['hidangan meksiko', 'salsa', 'margarita', 'panggang hari minggu', 'huevos rancheros', 'slush']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Downtown+-+Kedungu/data=!4m7!3m6!1s0x2dd239619eef0839:0x3bf627428eb18224!8m2!3d-8.6046391!4d115.0900733!16s%2Fg%2F11kj8dt3lk!19sChIJOQjvnmE50i0RJIKxjkIn9js?authuser=0&hl=id&rclk=1,-8.6046391,115.0900733,https://www.tiktok.com/@riannatravels/video/7400538010909183237,https://www.tiktok.com/@okasemadi88/video/7477797698024852742,https://www.tiktok.com/@lady_ontravel/video/7523086104917134610
1092,Nasi Soto SGM,Tabanan,4.8,45,Work from Cafe | Vibrant Nightlife,"['kare', 'lontong']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Nasi+Soto+SGM/data=!4m7!3m6!1s0x2dd23bdd1b6e42c1:0x15890cb951d41736!8m2!3d-8.5383596!4d115.123629!16s%2Fg%2F11hdqp05lr!19sChIJwUJuG9070i0RNhfUUbkMiRU?authuser=0&hl=id&rclk=1,-8.5383596,115.123629,https://www.tiktok.com/@jajanmuluu11/video/7592944510192176392,https://www.tiktok.com/@waroengcabecabean/video/7560967029348502795,
1093,Rindu Speakeasy Tabanan,Tabanan,4.1,9,Work from Cafe | Vibrant Nightlife,[],Rp 30–100k,Malam jam 7pm+,https://www.google.com/maps/place/Rindu+Speakeasy+Tabanan/data=!4m7!3m6!1s0x2dd23bd081e32677:0x45541e991a5d0313!8m2!3d-8.5358984!4d115.1244872!16s%2Fg%2F11fl98kj56!19sChIJdybjgdA70i0REwNdGpkeVEU?authuser=0&hl=id&rclk=1,-8.5358984,115.1244872,https://www.tiktok.com/@ruangrindutabanan/video/7584006213633871124,,
1094,Warung Tulus Lobster,Tabanan,4.2,570,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['pantai', 'sunset', 'grill', 'santai', 'pelayanan', 'kantong']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Warung+Tulus+Lobster/data=!4m7!3m6!1s0x2dd237386150a1b1:0xc5e604d9fe5f7cc3!8m2!3d-8.5915801!4d115.0691951!16s%2Fg%2F11f2b6g8w2!19sChIJsaFQYTg30i0Rw3xf_tkE5sU?authuser=0&hl=id&rclk=1,-8.5915801,115.0691951,https://www.tiktok.com/@dewapututulus1/video/7488156171807870216,https://www.tiktok.com/@fidhaprisnandap/video/7569957827574271263,https://www.tiktok.com/@wildatikhoirunnisa/video/7511962544429337861
